pref_name,first_approval,dosed_ingredient,oral,parenteral,topical,first_in_class,smiles
NITISINONE,2002,1,1,0,0,1,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
ESCITALOPRAM OXALATE,2002,1,1,0,0,0,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
GEFITINIB,2003,1,1,0,0,0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
MEMANTINE,2003,0,1,0,0,0,CC12CC3CC(C)(C1)CC(N)(C3)C2
EPINASTINE,2003,0,0,0,1,0,NC1=NCC2c3ccccc3Cc3ccccc3N12
APREPITANT,2003,1,1,0,0,1,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
ROSUVASTATIN,2003,0,1,0,0,0,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CC[C@@H](O)C[C@@H](O)CC(=O)O
CARBINOXAMINE,2003,0,1,0,0,0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
GEMIFLOXACIN MESYLATE,2003,1,1,0,0,0,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
ILOPROST TROMETHAMINE,2003,1,0,0,0,0,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
ESTRADIOL ACETATE,2003,1,1,0,1,0,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
SERTACONAZOLE,2003,0,0,0,1,0,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
BORTEZOMIB,2003,1,0,1,0,1,CC(C)C[C@H](NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
MIGLUSTAT,2003,1,1,0,0,1,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
VARDENAFIL,2003,1,1,0,0,0,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12
ATAZANAVIR,2003,1,1,0,0,0,COC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C
FOSAMPRENAVIR,2003,0,1,0,0,0,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
EMTRICITABINE,2003,1,1,0,0,0,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
PALONOSETRON HYDROCHLORIDE,2003,1,1,1,0,0,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
ALFUZOSIN HYDROCHLORIDE,2003,1,1,0,0,0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
TADALAFIL,2003,1,1,0,0,0,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
ERLOTINIB,2004,0,1,0,0,0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
BISACODYL,2004,1,1,0,0,0,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
CINACALCET,2004,0,1,0,0,0,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
TRYPAN BLUE FREE ACID,2004,0,0,0,1,0,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O
PEMETREXED,2004,1,0,1,0,0,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
TROSPIUM,2004,0,1,0,0,0,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
MELAGATRAN,2004,1,0,1,0,0,N=C(N)c1ccc(CNC(=O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1
CLOFARABINE,2004,1,0,1,0,0,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
AZACITIDINE,2004,1,0,1,0,0,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
TIOTROPIUM,2004,1,0,0,1,0,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12
QUINAGOLIDE,2004,1,0,0,0,0,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21
DARIFENACIN HYDROBROMIDE,2004,1,1,0,0,0,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
SOLIFENACIN SUCCINATE,2004,1,1,0,0,0,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
RIFAXIMIN,2004,1,1,0,0,0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
MYCOPHENOLATE SODIUM,2004,1,1,0,0,0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
ESZOPICLONE,2004,1,1,0,0,0,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
DULOXETINE HYDROCHLORIDE,2004,1,1,0,0,0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
TINIDAZOLE,2004,1,1,0,0,0,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
RANELIC ACID,2004,0,0,0,0,0,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O
CLOBAZAM,2005,1,1,0,0,0,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
LENALIDOMIDE,2005,1,1,0,0,0,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
TIGECYCLINE,2005,1,0,1,0,0,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3C(N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O
TIPRANAVIR,2005,1,1,0,0,0,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
TAMIBAROTENE,2005,1,1,0,0,0,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
LUMIRACOXIB,2005,1,1,0,0,0,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
CONIVAPTAN HYDROCHLORIDE,2005,1,0,1,0,0,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2
DEFERASIROX,2005,1,1,0,0,0,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
NEPAFENAC,2005,1,0,0,1,0,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
QUININE SULFATE,2005,1,1,0,0,0,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
SORAFENIB TOSYLATE,2005,1,1,0,0,0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
NELARABINE,2005,1,0,1,0,0,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
POSACONAZOLE,2005,1,1,1,0,0,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
ENTECAVIR,2005,1,1,0,0,0,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21
RAMELTEON,2005,1,1,0,0,1,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
TETRACAINE,2005,1,0,0,1,1,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
RANOLAZINE,2006,1,1,0,0,0,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
ARFORMOTEROL,2006,0,0,0,1,0,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
VORINOSTAT,2006,1,1,0,0,0,O=C(CCCCCCC(O)=NO)Nc1ccccc1
SITAGLIPTIN,2006,0,1,0,0,0,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
DECITABINE,2006,1,1,0,0,0,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
OCTOCRYLENE,2006,1,0,0,1,0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
LUBIPROSTONE,2006,1,1,0,0,0,CCCCC(F)(F)[C@@]1(O)CC[C@@H]2C(CCCCCCC(=O)O)C(=O)C[C@H]2O1
DARUNAVIR,2006,1,1,0,0,0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
MOZAVAPTAN,2006,1,1,0,0,0,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1
SITAXENTAN,2006,0,1,0,0,0,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
TELBIVUDINE,2006,1,1,0,0,0,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
ECAMSULE,2006,1,0,0,1,0,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1
RIMONABANT,2006,1,1,0,0,0,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
VARENICLINE,2006,1,1,0,0,0,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1
SUNITINIB MALATE,2006,1,1,0,0,0,C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12
PALIPERIDONE,2006,1,1,0,0,0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
RASAGILINE MESYLATE,2006,1,1,0,0,0,C#CCN[C@@H]1CCc2ccccc21
DASATINIB,2006,1,1,0,0,1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
CICLESONIDE,2006,1,0,0,1,0,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
RUFINAMIDE,2007,1,1,0,0,0,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
RETAPAMULIN,2007,1,0,0,1,0,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
ROTIGOTINE,2007,1,0,0,1,0,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
STIRIPENTOL,2007,1,1,0,0,0,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2
MARAVIROC,2007,1,1,0,0,1,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
RALTEGRAVIR,2007,0,1,0,0,1,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
ARMODAFINIL,2007,1,1,0,0,0,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1
AMBRISENTAN,2007,1,1,0,0,0,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O
ALISKIREN,2007,1,1,0,0,1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
TRABECTEDIN,2007,1,0,1,0,0,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4
IXABEPILONE,2007,1,0,1,0,0,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)C(C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
LAPATINIB,2007,0,1,0,0,0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
LISDEXAMFETAMINE,2007,0,1,0,0,0,C[C@@H](Cc1ccccc1)NC(=O)C(N)CCCCN
SAPROPTERIN DIHYDROCHLORIDE,2007,1,1,0,0,1,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1
DORIPENEM,2007,1,0,1,0,0,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
NEBIVOLOL,2007,1,1,0,0,0,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
VILDAGLIPTIN,2007,1,1,0,0,0,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
FESOTERODINE,2007,0,1,0,0,0,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
NILOTINIB,2007,0,1,0,0,1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
LEVOCETIRIZINE,2007,1,1,0,0,0,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
FLUTICASONE FUROATE,2007,1,0,0,1,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
MENTHOL,2008,1,0,0,1,0,CC1CCC(C(C)C)C(O)C1
CHOLINE FENOFIBRATE,2008,1,1,0,0,0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
TETRABENAZINE,2008,1,1,0,0,0,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
ETRAVIRINE,2008,1,1,0,0,0,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
DABIGATRAN ETEXILATE,2008,1,1,0,0,0,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1
ELTROMBOPAG OLAMINE,2008,1,1,0,0,0,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C
METHYLNALTREXONE,2008,0,1,1,0,0,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5
LEVOLEUCOVORIN,2008,1,0,1,0,0,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
IOBENGUANE SULFATE I 123,2008,1,0,1,0,0,N=C(N)NCc1cccc([123I])c1
BLONANSERIN,2008,1,1,0,0,0,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
DIFLUPREDNATE,2008,1,0,0,1,0,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
BENDAMUSTINE HYDROCHLORIDE,2008,1,0,1,0,0,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
PLERIXAFOR,2008,1,0,1,0,1,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
LACOSAMIDE,2008,1,1,1,0,0,COCC(NC(C)=O)C(=O)NCc1ccccc1
FOSPROPOFOL DISODIUM,2008,1,0,1,0,0,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O
REGADENOSON,2008,1,0,1,0,0,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
METHYL SALICYLATE,2008,1,0,0,1,0,COC(=O)c1ccccc1O
ALVIMOPAN,2008,1,1,0,0,0,C[C@H]1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1
MASITINIB,2008,0,0,0,0,0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1
CLEVIDIPINE,2008,1,0,1,0,0,CCCC(=O)OCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl
FOSAPREPITANT,2008,0,0,1,0,0,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DESVENLAFAXINE SUCCINATE,2008,1,1,0,0,0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
RIVAROXABAN,2008,1,1,0,0,1,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
SILODOSIN,2008,1,1,0,0,0,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
TAPENTADOL HYDROCHLORIDE,2008,1,1,0,0,0,CCC(c1cccc(O)c1)[C@@H](C)CN(C)C
DEXLANSOPRAZOLE,2009,1,1,0,0,0,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1
DRONEDARONE HYDROCHLORIDE,2009,1,1,0,0,0,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
PAZOPANIB HYDROCHLORIDE,2009,1,1,0,0,0,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
BESIFLOXACIN,2009,0,0,0,1,0,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
CAPSAICIN,2009,1,0,0,1,0,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O
ARTEMETHER,2009,1,1,0,0,1,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
MILNACIPRAN,2009,0,1,0,0,0,CCN(CC)C(=O)C1(c2ccccc2)CC1CN
ULIPRISTAL ACETATE,2009,1,1,0,0,0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)C[C@@]21C
PRASUGREL,2009,0,1,0,0,0,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
AMIFAMPRIDINE PHOSPHATE,2009,1,1,0,0,0,Nc1ccncc1N
BEPOTASTINE,2009,0,0,0,1,0,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1
PALIPERIDONE PALMITATE,2009,1,0,1,0,0,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O
OLANZAPINE PAMOATE,2009,1,0,1,0,0,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
AGOMELATINE,2009,1,1,0,0,0,COc1ccc2cccc(CCNC(C)=O)c2c1
MINODRONIC ACID,2009,1,1,0,0,0,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
ILOPERIDONE,2009,1,1,0,0,0,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
BAZEDOXIFENE,2009,0,1,0,0,0,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
TOLVAPTAN,2009,1,1,0,0,0,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
INDACATEROL MALEATE,2009,1,0,0,1,0,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2
ASENAPINE,2009,1,0,0,1,0,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
PRALATREXATE,2009,1,0,1,0,0,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
LUMEFANTRINE,2009,1,1,0,0,0,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
BENZYL ALCOHOL,2009,1,0,0,1,0,OCc1ccccc1
NALFURAFINE HYDROCHLORIDE,2009,1,0,0,0,0,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
SAXAGLIPTIN ANHYDROUS,2009,0,1,0,0,0,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2
LASOFOXIFENE,2009,0,1,0,0,0,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
ESLICARBAZEPINE ACETATE,2009,1,1,0,0,0,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
PRUCALOPRIDE,2009,1,1,0,0,0,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
FEBUXOSTAT,2009,1,1,0,0,0,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
PITAVASTATIN,2009,0,1,0,0,0,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
OMACETAXINE MEPESUCCINATE,2009,1,0,1,0,1,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4
VINFLUNINE,2009,0,0,0,0,0,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32
MACITENTAN,2010,1,1,0,0,0,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
TICAGRELOR,2010,1,1,0,0,0,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
INGENOL MEBUTATE,2010,1,0,0,1,1,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)C(=CC(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
ERIBULIN,2010,1,0,1,0,0,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C
ALCAFTADINE,2010,1,0,0,1,0,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1
LEVOMEFOLIC ACID,2010,0,1,0,0,0,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
CABAZITAXEL,2010,1,0,1,0,0,COC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC)[C@@]3(C)C1=O)C2(C)C
LURASIDONE HYDROCHLORIDE,2010,1,1,0,0,0,Oc1c2c(c(O)n1C[C@@H]1CCCC[C@H]1CN1CCN(c3nsc4ccccc34)CC1)[C@H]1CC[C@@H]2C1
ESTRADIOL VALERATE,2010,1,1,1,0,0,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
FINGOLIMOD HYDROCHLORIDE,2010,1,1,0,0,1,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
DIENOGEST,2010,1,1,0,0,0,C[C@]12CC=C3C4=C(CCC3[C@@H]1CC[C@@]2(O)CC#N)CC(=O)CC4
DALFAMPRIDINE,2010,1,1,0,0,0,Nc1ccncc1
VERNAKALANT,2010,0,0,0,0,0,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
CEFTAROLINE FOSAMIL ACETATE,2010,1,0,1,0,0,CCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])O)n1
LANINAMIVIR OCTANOATE,2010,1,0,0,1,0,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O
ROFLUMILAST,2010,1,1,0,0,1,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
TAFAMIDIS,2011,1,1,0,0,1,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
RILPIVIRINE HYDROCHLORIDE,2011,1,1,0,0,0,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
APIXABAN,2011,1,1,0,0,0,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
AVANAFIL,2011,1,1,0,0,0,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
